id,domain,base,variant_topic_fronting,variant_emphasis_shift,reference_en,bleu_base_vs_topic,bleu_base_vs_emph,bertscore_base_vs_topic,bertscore_base_vs_emph,comet_base_vs_topic,comet_base_vs_emph
287,transport,road ka surface uneven lag raha,surface uneven lag raha road ka,uneven lag raha road ka surface,road ka surface uneven lag raha,0.6042750794713535,0.5081327481546147,0.9377532601356506,0.9348247051239014,,
288,transport,toll booth ka queue unexpectedly long tha,queue unexpectedly long tha toll booth ka,unexpectedly long tha toll booth ka queue,toll booth ka queue unexpectedly long tha,0.5946035575013604,0.5946035575013604,0.9137078523635864,0.9143146276473999,,
289,transport,bus ka interior cleanliness average laga,interior cleanliness average laga bus ka,average laga bus ka interior cleanliness,bus ka interior cleanliness average laga,0.6042750794713535,0.6042750794713535,0.9378621578216553,0.9457458257675171,,
290,transport,metro ka last mile connectivity weak hai,last mile connectivity weak hai metro ka,weak hai metro ka last mile connectivity,metro ka last mile connectivity weak hai,0.7071067811865478,0.7071067811865478,0.935088038444519,0.9316880702972412,,
291,travel,journey ka break duration thoda zyada tha,break duration thoda zyada tha journey ka,zyada tha journey ka break duration thoda,Journey's break darshan was a bit much,0.7071067811865478,0.7071067811865478,0.9374540448188782,0.9115436673164368,,
292,travel,station ka crowd level manageable tha,crowd level manageable tha station ka,manageable tha station ka crowd level,station ka crowd level manageable tha,0.6042750794713535,0.6042750794713535,0.898408830165863,0.9187667369842529,,
293,travel,ticket ka QR scan properly nahi hua,QR scan properly nahi hua ticket ka,properly nahi hua ticket ka QR scan,The ticket was not scanned properly,0.7071067811865478,0.5946035575013604,0.9430599808692932,0.9341192841529846,,
294,travel,platform ka display board refresh late hua,display board refresh late hua platform ka,late hua platform ka display board refresh,platform ka display board refresh late hua,0.7071067811865478,0.7071067811865478,0.9345003962516785,0.9480775594711304,,
295,travel,coach ka seating layout thoda cramped laga,seating layout thoda cramped laga coach ka,cramped laga coach ka seating layout thoda,coach ka seating layout thoda cramped laga,0.7071067811865478,0.7071067811865478,0.9514012336730957,0.9479695558547974,,
296,travel,journey ka overall pace smooth raha,overall pace smooth raha journey ka,smooth raha journey ka overall pace,journey ka overall pace smooth raha,0.6042750794713535,0.6042750794713535,0.9320104718208313,0.922213077545166,,
297,travel,travel ka buffer time useful prove hua,buffer time useful prove hua travel ka,useful prove hua travel ka buffer time,travel ka buffer time useful prove hua,0.7071067811865478,0.5946035575013604,0.9329668879508972,0.9211090207099915,,
298,travel,route ka scenic part kaafi acha laga,scenic part kaafi acha laga route ka,acha laga route ka scenic part kaafi,Enjoyed the scenic part of the route,0.7071067811865478,0.7071067811865478,0.943652868270874,0.9238473176956177,,
299,travel,journey ke end me fatigue thoda kam tha,fatigue thoda kam tha journey ke end me,thoda kam tha journey ke end me fatigue,There was less fatigue at the end of the journey,0.6914415692838819,0.6914415692838819,0.9272962212562561,0.919334888458252,,
300,travel,overall travel experience satisfying raha,travel experience satisfying raha overall,satisfying raha overall travel experience,overall travel experience satisfying raha,0.7071067811865478,0.49999999999999994,0.9436162114143372,0.9237297177314758,,
301,travel,train ka coach number clearly visible nahi,coach number clearly visible nahi train ka,clearly visible nahi train ka coach number,train ka coach number clearly visible nahi,0.7071067811865478,0.5946035575013604,0.9471120238304138,0.9363844394683838,,
302,travel,bus ka route diversion aaj laga hai,route diversion aaj laga hai bus ka,aaj laga hai bus ka route diversion,Bus route diversion is in place today,0.7071067811865478,0.5946035575013604,0.9561683535575867,0.9401130080223083,,
303,travel,cab ka drop point thoda confusing tha,drop point thoda confusing tha cab ka,confusing tha cab ka drop point thoda,Cab drop point was a bit confusing,0.7071067811865478,0.7071067811865478,0.9034789204597473,0.9283654093742371,,
304,travel,journey ka luggage allowance sufficient tha,luggage allowance sufficient tha journey ka,sufficient tha journey ka luggage allowance,journey ka luggage allowance sufficient tha,0.6042750794713535,0.6042750794713535,0.917924165725708,0.925529956817627,,
305,travel,station ka restroom maintenance poor laga,restroom maintenance poor laga station ka,poor laga station ka restroom maintenance,station ka restroom maintenance poor laga,0.6042750794713535,0.6042750794713535,0.9160770773887634,0.9250857830047607,,
306,food,restaurant ka seating arrangement cramped hai,seating arrangement cramped hai restaurant ka,cramped hai restaurant ka seating arrangement,restaurant ka seating arrangement cramped hai,0.6042750794713535,0.6042750794713535,0.93665611743927,0.9317229390144348,,
307,food,menu ka veg section limited laga,veg section limited laga menu ka,limited laga menu ka veg section,Menu Ka Veg Section Ltd Langa,0.6042750794713535,0.6042750794713535,0.9197162985801697,0.9305521249771118,,
308,food,order ka delivery slot reschedule ho gaya,delivery slot reschedule ho gaya order ka,reschedule ho gaya order ka delivery slot,order ka delivery slot reschedule ho gaya,0.7071067811865478,0.5946035575013604,0.9484540224075317,0.923313558101654,,
309,food,dish ka presentation thoda plain tha,presentation thoda plain tha dish ka,plain tha dish ka presentation thoda,The presentation of the dish was a bit plain,0.6042750794713535,0.6042750794713535,0.9163870811462402,0.9091907143592834,,
310,food,bill ka split option available nahi,split option available nahi bill ka,available nahi bill ka split option,Bill split option not available,0.6042750794713535,0.6042750794713535,0.9322293996810913,0.9348262548446655,,
311,shopping,shopping ka crowd weekend pe zyada hota,crowd weekend pe zyada hota shopping ka,zyada hota shopping ka crowd weekend pe,Shopping crowd is more on weekends,0.7071067811865478,0.7071067811865478,0.9440566301345825,0.8951322436332703,,
312,shopping,store ka return counter busy lag raha,return counter busy lag raha store ka,busy lag raha store ka return counter,stand counter busy.,0.7071067811865478,0.5946035575013604,0.935896098613739,0.9376037120819092,,
313,shopping,product ka color online photo se different tha,color online photo se different tha product ka,different tha product ka color online photo se,product ka color online photo se different tha,0.7652058832556893,0.7652058832556893,0.9348859786987305,0.9258222579956055,,
314,shopping,checkout ka process thoda slow laga,process thoda slow laga checkout ka,slow laga checkout ka process thoda,checkout ka process thoda slow laga,0.6042750794713535,0.6042750794713535,0.9425911903381348,0.9421180486679077,,
315,shopping,discount ka calculation automatically update nahi hua,calculation automatically update nahi hua discount ka,automatically update nahi hua discount ka calculation,discount ka calculation automatically update nahi hua,0.7071067811865478,0.5946035575013604,0.9503157734870911,0.9437034726142883,,
316,work,office ka entry process smooth raha,entry process smooth raha office ka,smooth raha office ka entry process,office ka entry process smooth raha,0.6042750794713535,0.6042750794713535,0.9368974566459656,0.9248868823051453,,
317,work,meeting ka discussion points clear the,discussion points clear the meeting ka,clear the meeting ka discussion points,meeting ka discussion points clear the,0.6042750794713535,0.6042750794713535,0.9029810428619385,0.9157958030700684,,
318,work,task ka estimation thoda optimistic lag raha,estimation thoda optimistic lag raha task ka,optimistic lag raha task ka estimation thoda,task ka estimation thoda optimistic lag raha,0.7071067811865478,0.5946035575013604,0.9516817331314087,0.9463557600975037,,
319,work,email ka response window short rakha,response window short rakha email ka,short rakha email ka response window,Email response window kept short,0.6042750794713535,0.6042750794713535,0.9198786020278931,0.9320130944252014,,
320,work,deadline ka reminder timely trigger hua,reminder timely trigger hua deadline ka,timely trigger hua deadline ka reminder,deadline ka reminder timely trigger hua,0.6042750794713535,0.5081327481546147,0.9336546063423157,0.9341281056404114,,
321,education,lecture ka timing notice board pe update hua,timing notice board pe update hua lecture ka,update hua lecture ka timing notice board pe,lecture ka timing notice board pe update hua,0.7652058832556893,0.7652058832556893,0.9510976672172546,0.9323192238807678,,
322,education,class ka projector properly focus nahi hua,projector properly focus nahi hua class ka,focus nahi hua class ka projector properly,Class projector not focused properly,0.7071067811865478,0.5946035575013604,0.9486711025238037,0.9366981983184814,,
323,education,exam ka paper difficulty moderate laga,paper difficulty moderate laga exam ka,moderate laga exam ka paper difficulty,exam ka paper difficulty moderate laga,0.6042750794713535,0.6042750794713535,0.9358618855476379,0.9354972243309021,,
324,education,assignment ka plagiarism check pending hai,plagiarism check pending hai assignment ka,pending hai assignment ka plagiarism check,assignment ka plagiarism check pending hai,0.6042750794713535,0.6042750794713535,0.9165797829627991,0.9336869716644287,,
325,education,tutorial ka pace thoda fast lag raha,pace thoda fast lag raha tutorial ka,fast lag raha tutorial ka pace thoda,The pace of the tutorial seems a little fast.,0.7071067811865478,0.5946035575013604,0.9426242709159851,0.9390820264816284,,
326,education,notes ka handwriting clearly readable nahi,handwriting clearly readable nahi notes ka,clearly readable nahi notes ka handwriting,notes ka handwriting clearly readable nahi,0.6042750794713535,0.5081327481546147,0.9303038120269775,0.9314263463020325,,
327,education,lab ka equipment calibration due hai,equipment calibration due hai lab ka,calibration due hai lab ka equipment,lab ka equipment calibration due hai,0.6042750794713535,0.5081327481546147,0.9442917704582214,0.9368889331817627,,
328,education,class ka seating layout cramped laga,seating layout cramped laga class ka,cramped laga class ka seating layout,class ka seating layout cramped laga,0.6042750794713535,0.6042750794713535,0.9252186417579651,0.9268152713775635,,
329,education,exam ka result portal slow chal raha,result portal slow chal raha exam ka,slow chal raha exam ka result portal,Exam result portal running slow,0.7071067811865478,0.5946035575013604,0.9464994072914124,0.9347318410873413,,
330,education,group project ka coordination smooth raha,coordination smooth raha group project ka,smooth raha group project ka coordination,group project ka coordination smooth raha,0.5081327481546147,0.6042750794713535,0.9282386898994446,0.9298290014266968,,
331,household,room ka ceiling fan vibration kar raha,ceiling fan vibration kar raha room ka,vibration kar raha room ka ceiling fan,The ceiling fan of the room is vibrating,0.7071067811865478,0.5946035575013604,0.94629967212677,0.940075159072876,,
332,household,window ka latch properly lock nahi hua,latch properly lock nahi hua window ka,lock nahi hua window ka latch properly,window ka latch properly lock nahi hua,0.7071067811865478,0.5946035575013604,0.949414074420929,0.9334079623222351,,
333,household,kitchen ka gas knob tight ho gaya,gas knob tight ho gaya kitchen ka,tight ho gaya kitchen ka gas knob,gaya gas on gas,0.7071067811865478,0.5946035575013604,0.9486778378486633,0.9443687796592712,,
334,household,drawer ka handle loose lag raha,handle loose lag raha drawer ka,loose lag raha drawer ka handle,drawer with handle loose lag kick,0.6042750794713535,0.5081327481546147,0.9389476180076599,0.9339378476142883,,
335,household,bathroom ka mirror fog easily pakad raha,mirror fog easily pakad raha bathroom ka,easily pakad raha bathroom ka mirror fog,bathroom mirror fogging up,0.7071067811865478,0.5946035575013604,0.9459116458892822,0.9421170353889465,,
336,household,home ka power backup unreliable lag raha,power backup unreliable lag raha home ka,unreliable lag raha home ka power backup,home with power backup unreliable lag kick,0.7071067811865478,0.5946035575013604,0.9416607022285461,0.9425758719444275,,
337,household,balcony ka railing paint chip ho raha,railing paint chip ho raha balcony ka,chip ho raha balcony ka railing paint,balcony railing paint chipping,0.7071067811865478,0.5946035575013604,0.9531486630439758,0.940333902835846,,
338,household,wardrobe ka drawer smooth slide nahi karta,drawer smooth slide nahi karta wardrobe ka,smooth slide nahi karta wardrobe ka drawer,Wardrobe drawer does not slide smoothly,0.7071067811865478,0.5946035575013604,0.9425801038742065,0.9299206137657166,,
339,household,door ka hinge squeak sound kar raha,hinge squeak sound kar raha door ka,squeak sound kar raha door ka hinge,door ka hinge squeak sound kar raha,0.7071067811865478,0.5946035575013604,0.9545390009880066,0.9184460043907166,,
340,household,room ka ventilation proper nahi lag raha,ventilation proper nahi lag raha room ka,proper nahi lag raha room ka ventilation,Room ventilation does not seem proper,0.7071067811865478,0.5946035575013604,0.9374226927757263,0.9421207308769226,,
341,digital,app ka loading time peak hours me badhta,loading time peak hours me badhta app ka,peak hours me badhta app ka loading time,App loading time increases at peak hours,0.7652058832556893,0.6914415692838819,0.9302150011062622,0.9251896142959595,,
342,digital,phone ka camera focus slow ho raha,camera focus slow ho raha phone ka,slow ho raha phone ka camera focus,phone with camera focus slow to kick,0.7071067811865478,0.5946035575013604,0.9443811774253845,0.939750075340271,,
343,digital,software ka update background me install hua,update background me install hua software ka,install hua software ka update background me,software ka update background me install hua,0.7071067811865478,0.7071067811865478,0.9436329007148743,0.9085043668746948,,
344,digital,browser ka cache clear karna padega,cache clear karna padega browser ka,clear karna padega browser ka cache,You will have to clear your browser's cache.,0.6042750794713535,0.5081327481546147,0.9476919770240784,0.9443020224571228,,
345,digital,file ka rename option greyed out hai,rename option greyed out hai file ka,greyed out hai file ka rename option,file ka rename option greyed out hai,0.7071067811865478,0.5946035575013604,0.9302461743354797,0.907345175743103,,
346,digital,app ka notification sound muted lag raha,notification sound muted lag raha app ka,muted lag raha app ka notification sound,app ka notification sound muted lag raha,0.7071067811865478,0.5946035575013604,0.9427524209022522,0.9416647553443909,,
347,digital,system ka restart issue solve kar deta,restart issue solve kar deta system ka,solve kar deta system ka restart issue,Restarting the system will resolve the issue.,0.7071067811865478,0.5946035575013604,0.9464787840843201,0.9369873404502869,,
348,digital,email ka spam filter aggressive lag raha,spam filter aggressive lag raha email ka,aggressive lag raha email ka spam filter,email ka spam filter aggressive lag raha,0.7071067811865478,0.5946035575013604,0.9342203140258789,0.9304414391517639,,
349,digital,device ka firmware update pending hai,firmware update pending hai device ka,pending hai device ka firmware update,device ka firmware update pending hai,0.6042750794713535,0.6042750794713535,0.9380485415458679,0.9289733171463013,,
350,digital,cloud sync ka conflict resolve nahi hua,sync ka conflict resolve nahi hua cloud,resolve nahi hua cloud sync ka conflict,cloud sync ka conflict resolve nahi hua,0.8408964152537145,0.5946035575013604,0.9613800644874573,0.9234052300453186,,
351,health,medicine ka dosage timing adjust karna hoga,dosage timing adjust karna hoga medicine ka,adjust karna hoga medicine ka dosage timing,Dosage timing of medicine will have to be adjusted,0.7071067811865478,0.5946035575013604,0.9508973360061646,0.940243124961853,,
352,health,clinic ka appointment slot reschedule hua,appointment slot reschedule hua clinic ka,reschedule hua clinic ka appointment slot,clinic ka appointment slot reschedule hua,0.6042750794713535,0.6042750794713535,0.9417445063591003,0.9119513630867004,,
353,health,test ka sample label missing nikla,sample label missing nikla test ka,missing nikla test ka sample label,Test sample label found missing,0.6042750794713535,0.6042750794713535,0.9453706741333008,0.9288492798805237,,
354,health,report ka interpretation thoda confusing laga,interpretation thoda confusing laga report ka,confusing laga report ka interpretation thoda,report interview with theola.,0.6042750794713535,0.6042750794713535,0.9371516108512878,0.940148651599884,,
355,health,medicine ka side effect mild lag raha,side effect mild lag raha medicine ka,mild lag raha medicine ka side effect,The side effects of the medicine seem mild.,0.7071067811865478,0.5946035575013604,0.9170913100242615,0.9305853843688965,,
356,health,doctor ka explanation easy samajh aaya,explanation easy samajh aaya doctor ka,easy samajh aaya doctor ka explanation,Doctor's explanation was easy to understand,0.6042750794713535,0.5081327481546147,0.9461784958839417,0.9334586262702942,,
357,health,health app ka step count inaccurate lag raha,step count inaccurate lag raha health app ka,inaccurate lag raha health app ka step count,health app ka step count inaccurate lag raha,0.6914415692838819,0.6914415692838819,0.9425516128540039,0.9395052194595337,,
358,health,exercise ka warm up skip nahi karna,warm up skip nahi karna exercise ka,skip nahi karna exercise ka warm up,Do not skip the warm up of the exercise.,0.7071067811865478,0.5946035575013604,0.9297431111335754,0.9322013258934021,,
359,health,diet ka protein intake insufficient lag raha,protein intake insufficient lag raha diet ka,insufficient lag raha diet ka protein intake,Protein intake of diet seems insufficient,0.7071067811865478,0.5946035575013604,0.9428017139434814,0.9357175230979919,,
360,health,sleep ka schedule recently disturb ho gaya,schedule recently disturb ho gaya sleep ka,disturb ho gaya sleep ka schedule recently,sleep ka schedule recently disturb ho gaya,0.7071067811865478,0.5946035575013604,0.9406226873397827,0.9445496797561646,,
361,work,work ka daily standup thoda late start hua,daily standup thoda late start hua work ka,late start hua work ka daily standup thoda,Work's daily routine started a little late,0.7652058832556893,0.6914415692838819,0.9512009024620056,0.9405407309532166,,
362,work,task ka dependency clear mention nahi tha,dependency clear mention nahi tha task ka,clear mention nahi tha task ka dependency,Task dependency was not clearly mentioned,0.7071067811865478,0.5946035575013604,0.935628354549408,0.9170507192611694,,
363,work,meeting ka action item tracker update hua,action item tracker update hua meeting ka,update hua meeting ka action item tracker,meeting ka action item tracker update hua,0.7071067811865478,0.7071067811865478,0.9445468187332153,0.936902642250061,,
364,work,project ka scope creep gradually badh raha,scope creep gradually badh raha project ka,gradually badh raha project ka scope creep,scope a gradually and project,0.7071067811865478,0.5946035575013604,0.9497411847114563,0.9348634481430054,,
365,work,deadline ka extension formally approve hua,extension formally approve hua deadline ka,formally approve hua deadline ka extension,deadline ka extension formally approve hua,0.6042750794713535,0.5081327481546147,0.9401342868804932,0.9187698364257812,,
366,work,presentation ka rehearsal confidence build karta,rehearsal confidence build karta presentation ka,confidence build karta presentation ka rehearsal,presentation ka rehearsal confidence build karta,0.6042750794713535,0.5081327481546147,0.9397624135017395,0.9243545532226562,,
367,work,feedback ka tone constructive lag raha,tone constructive lag raha feedback ka,constructive lag raha feedback ka tone,feedback ka tone constructive lag raha,0.6042750794713535,0.5081327481546147,0.9356861114501953,0.9370055198669434,,
368,work,work ka documentation up to date nahi,documentation up to date nahi work ka,up to date nahi work ka documentation,work ka documentation up to date nahi,0.7071067811865478,0.5946035575013604,0.9240483641624451,0.9191056489944458,,
369,work,code ka readability score improve ho sakta,readability score improve ho sakta code ka,improve ho sakta code ka readability score,Readability score of code can improve,0.7071067811865478,0.5946035575013604,0.9373970031738281,0.9459099769592285,,
370,work,review ka turnaround time acceptable tha,turnaround time acceptable tha review ka,acceptable tha review ka turnaround time,review ka turnaround time acceptable tha,0.6042750794713535,0.6042750794713535,0.9084340333938599,0.9160407185554504,,
371,social,friends ka plan last moment pe cancel hua,plan last moment pe cancel hua friends ka,cancel hua friends ka plan last moment pe,friends ka plan last moment pe cancel hua,0.7652058832556893,0.7652058832556893,0.9217188358306885,0.9074001312255859,,
372,social,group chat ka mood thoda serious lag raha,mood thoda serious lag raha group chat ka,serious lag raha group chat ka mood thoda,The mood of the group chat seems a bit serious,0.6914415692838819,0.6914415692838819,0.9432074427604675,0.9431290030479431,,
373,social,conversation ka pace slow ho gaya,pace slow ho gaya conversation ka,slow ho gaya conversation ka pace,Conversation pace slowed down,0.6042750794713535,0.5081327481546147,0.937294602394104,0.9386259913444519,,
374,social,message ka context sabko clear nahi tha,context sabko clear nahi tha message ka,clear nahi tha message ka context sabko,The context of the message was not clear to everyone,0.7071067811865478,0.5946035575013604,0.9368934035301208,0.9269790649414062,,
375,social,reply ka tone friendly rakhna zaruri hai,tone friendly rakhna zaruri hai reply ka,friendly rakhna zaruri hai reply ka tone,It is important to keep the tone of reply friendly,0.7071067811865478,0.5946035575013604,0.9564962387084961,0.9517455697059631,,
376,social,group ka decision unanimous nahi raha,decision unanimous nahi raha group ka,unanimous nahi raha group ka decision,The group's decision was not unanimous,0.6042750794713535,0.5081327481546147,0.9380980134010315,0.9325396418571472,,
377,social,event ka reminder sabko time pe mila,reminder sabko time pe mila event ka,time pe mila event ka reminder sabko,Everyone got the reminder of the event on time.,0.7071067811865478,0.5946035575013604,0.951532244682312,0.9467358589172363,,
378,social,status update ka wording neutral rakha,wording neutral rakha status update ka,neutral rakha status update ka wording,Boarding of status updates kept neutral,0.5081327481546147,0.6042750794713535,0.928022027015686,0.9207131266593933,,
379,social,chat ka screenshot accidentally share ho gaya,screenshot accidentally share ho gaya chat ka,accidentally share ho gaya chat ka screenshot,Chat screenshots shared accidentally,0.7071067811865478,0.5946035575013604,0.9438747763633728,0.9383169412612915,,
380,social,group ka admin role rotate karna chahiye,admin role rotate karna chahiye group ka,rotate karna chahiye group ka admin role,Group admin role should be rotated,0.7071067811865478,0.5946035575013604,0.9460347294807434,0.9463229775428772,,
381,transport,bus ka AC kaam nahi kar raha,AC kaam nahi kar raha bus ka,kaam nahi kar raha bus ka AC,just one thing is not working,0.7071067811865478,0.5946035575013604,0.9471797943115234,0.9342607259750366,,
382,transport,metro ka platform sign clearly visible tha,platform sign clearly visible tha metro ka,clearly visible tha metro ka platform sign,metro ka platform sign clearly visible tha,0.7071067811865478,0.5946035575013604,0.9291279911994934,0.9324684143066406,,
383,transport,cab ka fare estimate fluctuate kar raha,fare estimate fluctuate kar raha cab ka,fluctuate kar raha cab ka fare estimate,Cab fare estimate is fluctuating,0.7071067811865478,0.5946035575013604,0.9531406164169312,0.9227004647254944,,
384,transport,traffic ka bottleneck junction pe bana,bottleneck junction pe bana traffic ka,junction pe bana traffic ka bottleneck,traffic ka bottleneck junction pe bana,0.6042750794713535,0.5081327481546147,0.938630998134613,0.937988817691803,,
385,transport,parking ka slot thoda narrow laga,slot thoda narrow laga parking ka,narrow laga parking ka slot thoda,parking slotter,0.6042750794713535,0.6042750794713535,0.9401556849479675,0.941498339176178,,
386,transport,route ka alternative option suggest hua,alternative option suggest hua route ka,suggest hua route ka alternative option,route ka alternative option suggest hua,0.6042750794713535,0.6042750794713535,0.9301367402076721,0.9281322360038757,,
387,travel,journey ka rest stop clean maintain tha,rest stop clean maintain tha journey ka,clean maintain tha journey ka rest stop,journey ka rest stop clean maintain tha,0.7071067811865478,0.5946035575013604,0.9133699536323547,0.9065228700637817,,
388,travel,travel ka packing checklist useful prove hua,packing checklist useful prove hua travel ka,useful prove hua travel ka packing checklist,travel ka packing checklist useful prove hua,0.7071067811865478,0.5946035575013604,0.9342103600502014,0.9218028783798218,,
389,travel,station ka exit signage clear nahi tha,exit signage clear nahi tha station ka,clear nahi tha station ka exit signage,station ka exit signage clear nahi tha,0.7071067811865478,0.5946035575013604,0.9375674724578857,0.9334736466407776,,
390,travel,travel ka itinerary flexible rakhna acha,itinerary flexible rakhna acha travel ka,flexible rakhna acha travel ka itinerary,It is good to keep your travel itinerary flexible,0.6042750794713535,0.5081327481546147,0.9387385845184326,0.9425885677337646,,
391,travel,hotel ka check in process smooth raha,check in process smooth raha hotel ka,smooth raha hotel ka check in process,hotel ka check in process smooth raha,0.7071067811865478,0.7071067811865478,0.9303686022758484,0.9138762354850769,,
392,travel,room ka key card occasionally fail ho raha,key card occasionally fail ho raha room ka,fail ho raha room ka key card occasionally,room ka key card occasionally fail ho raha,0.7652058832556893,0.6914415692838819,0.9378401041030884,0.9385942220687866,,
393,travel,travel ka weather buffer plan me include tha,weather buffer plan me include tha travel ka,include tha travel ka weather buffer plan me,travel ka weather buffer plan me include tha,0.7652058832556893,0.7652058832556893,0.9269276857376099,0.9264968633651733,,
394,travel,journey ka final leg comfortable raha,final leg comfortable raha journey ka,comfortable raha journey ka final leg,journey ka final leg comfortable raha,0.6042750794713535,0.6042750794713535,0.9181822538375854,0.9249003529548645,,
395,travel,travel ka local commute easy mila,local commute easy mila travel ka,easy mila travel ka local commute,travel ka local commute easy mila,0.6042750794713535,0.6042750794713535,0.9379405975341797,0.9337541460990906,,
396,travel,tour ka guide instructions clearly de raha,guide instructions clearly de raha tour ka,clearly de raha tour ka guide instructions,tour ka guide instructions clearly de raha,0.7071067811865478,0.5946035575013604,0.9410098791122437,0.9340911507606506,,
397,travel,travel ka pace sabke liye comfortable raha,pace sabke liye comfortable raha travel ka,comfortable raha travel ka pace sabke liye,The pace of travel was comfortable for everyone,0.7071067811865478,0.7071067811865478,0.9459362030029297,0.9424903392791748,,
398,travel,journey ka feedback form simple tha,feedback form simple tha journey ka,simple tha journey ka feedback form,journey ka feedback form simple tha,0.6042750794713535,0.6042750794713535,0.8985102772712708,0.9064887166023254,,
399,travel,travel ka overall impression positive raha,overall impression positive raha travel ka,positive raha travel ka overall impression,travel ka overall impression positive raha,0.6042750794713535,0.6042750794713535,0.9333214163780212,0.9204637408256531,,
400,travel,trip ka closure feeling satisfying laga,closure feeling satisfying laga trip ka,satisfying laga trip ka closure feeling,trip ka closure feeling satisfying laga,0.6042750794713535,0.6042750794713535,0.9254700541496277,0.9196630120277405,,
401,digital,calendar ka reminder automatically set ho gaya,reminder automatically set ho gaya calendar ka,automatically set ho gaya calendar ka reminder,Calendar reminder set automatically,0.7071067811865478,0.5946035575013604,0.9555771350860596,0.9348687529563904,,
402,digital,phone ka vibration mode accidentally on tha,vibration mode accidentally on tha phone ka,accidentally on tha phone ka vibration mode,phone ka vibration mode accidentally on tha,0.7071067811865478,0.5946035575013604,0.9102566838264465,0.9128011465072632,,
403,digital,email ka subject line misleading laga,subject line misleading laga email ka,misleading laga email ka subject line,email you are a subject,0.6042750794713535,0.6042750794713535,0.9179987907409668,0.9109647274017334,,
404,digital,file ka size limit exceed ho gaya,size limit exceed ho gaya file ka,exceed ho gaya file ka size limit,File size limit exceeded,0.7071067811865478,0.5946035575013604,0.9489604830741882,0.9409359097480774,,
405,digital,browser ka tab accidentally close ho gaya,tab accidentally close ho gaya browser ka,accidentally close ho gaya browser ka tab,browser ka tab accidentally close ho gaya,0.7071067811865478,0.5946035575013604,0.9463241100311279,0.9421941041946411,,
406,digital,playlist ka shuffle mode off karna,shuffle mode off karna playlist ka,off karna playlist ka shuffle mode,playlist ka shuffle mode off karna,0.6042750794713535,0.6042750794713535,0.9412187933921814,0.9421882033348083,,
407,digital,video ka buffering issue baar baar aa raha,buffering issue baar baar aa raha video ka,baar baar aa raha video ka buffering issue,Buffering issue of video is coming again and again,0.7652058832556893,0.6914415692838819,0.9417847990989685,0.9321246147155762,,
408,digital,system ka storage cleanup pending hai,storage cleanup pending hai system ka,pending hai system ka storage cleanup,system ka storage cleanup pending hai,0.6042750794713535,0.6042750794713535,0.9397990703582764,0.9184017181396484,,
409,work,meeting ka follow up mail bhejna,follow up mail bhejna meeting ka,bhejna meeting ka follow up mail,send a follow up email to a meeting,0.6042750794713535,0.7952707287670507,0.9379884600639343,0.9136762619018555,,
410,work,task ka priority level change hua,priority level change hua task ka,change hua task ka priority level,task ka priority level change hua,0.6042750794713535,0.6042750794713535,0.9314318895339966,0.9292801022529602,,
411,work,office ka internet speed fluctuate kar raha,internet speed fluctuate kar raha office ka,fluctuate kar raha office ka internet speed,office ka internet speed fluctuate kar raha,0.7071067811865478,0.5946035575013604,0.952528178691864,0.9283741116523743,,
412,work,report ka formatting issue highlight hua,formatting issue highlight hua report ka,highlight hua report ka formatting issue,report ka formatting issue highlight hua,0.6042750794713535,0.6042750794713535,0.9241300821304321,0.936348557472229,,
413,work,client ka feedback document me add karna,feedback document me add karna client ka,add karna client ka feedback document me,Add to client feedback document,0.7071067811865478,0.7071067811865478,0.9313952326774597,0.9201310276985168,,
414,work,deadline ka buffer time helpful hota,buffer time helpful hota deadline ka,helpful hota deadline ka buffer time,deadline ka buffer time helpful hota,0.6042750794713535,0.6042750794713535,0.9192041158676147,0.9382900595664978,,
415,work,discussion ka summary notes me likhna,summary notes me likhna discussion ka,likhna discussion ka summary notes me,discression you have a number of media.,0.6042750794713535,0.7952707287670507,0.9321271181106567,0.8769492506980896,,
416,work,team ka sync meeting weekly hota,sync meeting weekly hota team ka,weekly hota team ka sync meeting,team ka sync meeting weekly hota,0.6042750794713535,0.6042750794713535,0.9351671934127808,0.939294159412384,,
417,work,presentation ka slide order revise karna,slide order revise karna presentation ka,revise karna presentation ka slide order,presentation ka slide order revise karna,0.6042750794713535,0.6042750794713535,0.9263803958892822,0.9381950497627258,,
418,work,office ka pantry stock refill karna,pantry stock refill karna office ka,refill karna office ka pantry stock,office.,0.6042750794713535,0.6042750794713535,0.9255820512771606,0.944135844707489,,
419,work,team ka workload evenly distribute karna,workload evenly distribute karna team ka,distribute karna team ka workload evenly,team ka workload evenly distribute karna,0.6042750794713535,0.6042750794713535,0.9412832856178284,0.9380422830581665,,
420,work,project ka milestone tracker update hua,milestone tracker update hua project ka,update hua project ka milestone tracker,project ka milestone tracker update hua,0.6042750794713535,0.6042750794713535,0.9383813142776489,0.9295256733894348,,
421,household,home ka grocery list ready karna,grocery list ready karna home ka,ready karna home ka grocery list,home ka grocery list ready karna,0.6042750794713535,0.6042750794713535,0.9310510158538818,0.9348267316818237,,
422,household,kitchen ka sink water slow drain ho raha,sink water slow drain ho raha kitchen ka,slow drain ho raha kitchen ka sink water,kitchen ka sink water slow drain ho raha,0.7652058832556893,0.6914415692838819,0.9398772120475769,0.9401262402534485,,
